model,scenario,season_year,season,count,interval_name,variable
MIROC-ESM-CHEM,rcp26,2024,MAM,1,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp26,2026,MAM,1,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp26,2027,MAM,3,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp26,2028,MAM,1,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp26,2030,MAM,1,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp26,2031,MAM,1,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp26,2032,MAM,5,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp26,2033,MAM,4,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp26,2036,MAM,3,pr 50mm,Precipitation
MIROC5,rcp26,2009,MAM,3,pr 50mm,Precipitation
MIROC5,rcp26,2011,MAM,2,pr 50mm,Precipitation
MIROC5,rcp26,2012,MAM,1,pr 50mm,Precipitation
MIROC5,rcp26,2013,MAM,1,pr 50mm,Precipitation
MIROC5,rcp26,2015,MAM,1,pr 50mm,Precipitation
MIROC5,rcp26,2016,MAM,1,pr 50mm,Precipitation
MIROC5,rcp26,2017,MAM,4,pr 50mm,Precipitation
MIROC5,rcp26,2018,MAM,1,pr 50mm,Precipitation
MIROC5,rcp26,2020,MAM,5,pr 50mm,Precipitation
MIROC5,rcp26,2027,MAM,1,pr 50mm,Precipitation
MIROC5,rcp26,2028,MAM,2,pr 50mm,Precipitation
MIROC5,rcp26,2029,MAM,2,pr 50mm,Precipitation
MIROC5,rcp26,2030,MAM,3,pr 50mm,Precipitation
MIROC5,rcp26,2032,MAM,2,pr 50mm,Precipitation
MIROC5,rcp26,2034,MAM,1,pr 50mm,Precipitation
MIROC5,rcp26,2035,MAM,3,pr 50mm,Precipitation
MIROC5,rcp26,2036,MAM,1,pr 50mm,Precipitation
MPI-ESM-LR,rcp26,2006,MAM,1,pr 50mm,Precipitation
MPI-ESM-LR,rcp26,2008,MAM,1,pr 50mm,Precipitation
MPI-ESM-LR,rcp26,2009,MAM,1,pr 50mm,Precipitation
MPI-ESM-LR,rcp26,2010,MAM,3,pr 50mm,Precipitation
MPI-ESM-LR,rcp26,2011,MAM,4,pr 50mm,Precipitation
MPI-ESM-LR,rcp26,2012,MAM,1,pr 50mm,Precipitation
MPI-ESM-LR,rcp26,2016,MAM,1,pr 50mm,Precipitation
MPI-ESM-LR,rcp26,2017,MAM,2,pr 50mm,Precipitation
MPI-ESM-LR,rcp26,2021,MAM,2,pr 50mm,Precipitation
MPI-ESM-LR,rcp26,2023,MAM,4,pr 50mm,Precipitation
MPI-ESM-LR,rcp26,2024,MAM,1,pr 50mm,Precipitation
MPI-ESM-LR,rcp26,2026,MAM,4,pr 50mm,Precipitation
MPI-ESM-LR,rcp26,2027,MAM,2,pr 50mm,Precipitation
MPI-ESM-LR,rcp26,2028,MAM,2,pr 50mm,Precipitation
MPI-ESM-LR,rcp26,2029,MAM,2,pr 50mm,Precipitation
MPI-ESM-LR,rcp26,2030,MAM,2,pr 50mm,Precipitation
MPI-ESM-LR,rcp26,2031,MAM,1,pr 50mm,Precipitation
MPI-ESM-LR,rcp26,2032,MAM,1,pr 50mm,Precipitation
MPI-ESM-LR,rcp26,2033,MAM,1,pr 50mm,Precipitation
MPI-ESM-LR,rcp26,2034,MAM,1,pr 50mm,Precipitation
MPI-ESM-LR,rcp26,2035,MAM,1,pr 50mm,Precipitation
MPI-ESM-LR,rcp26,2036,MAM,1,pr 50mm,Precipitation
MPI-ESM-MR,rcp26,2007,MAM,1,pr 50mm,Precipitation
MPI-ESM-MR,rcp26,2009,MAM,3,pr 50mm,Precipitation
MPI-ESM-MR,rcp26,2010,MAM,1,pr 50mm,Precipitation
MPI-ESM-MR,rcp26,2011,MAM,2,pr 50mm,Precipitation
MPI-ESM-MR,rcp26,2014,MAM,1,pr 50mm,Precipitation
MPI-ESM-MR,rcp26,2015,MAM,2,pr 50mm,Precipitation
MPI-ESM-MR,rcp26,2016,MAM,6,pr 50mm,Precipitation
MPI-ESM-MR,rcp26,2017,MAM,5,pr 50mm,Precipitation
MPI-ESM-MR,rcp26,2018,MAM,7,pr 50mm,Precipitation
MPI-ESM-MR,rcp26,2019,MAM,1,pr 50mm,Precipitation
MPI-ESM-MR,rcp26,2020,MAM,1,pr 50mm,Precipitation
MPI-ESM-MR,rcp26,2021,MAM,4,pr 50mm,Precipitation
MPI-ESM-MR,rcp26,2022,MAM,1,pr 50mm,Precipitation
MPI-ESM-MR,rcp26,2025,MAM,2,pr 50mm,Precipitation
MPI-ESM-MR,rcp26,2026,MAM,2,pr 50mm,Precipitation
MPI-ESM-MR,rcp26,2027,MAM,3,pr 50mm,Precipitation
MPI-ESM-MR,rcp26,2028,MAM,1,pr 50mm,Precipitation
MPI-ESM-MR,rcp26,2030,MAM,2,pr 50mm,Precipitation
MPI-ESM-MR,rcp26,2031,MAM,3,pr 50mm,Precipitation
MPI-ESM-MR,rcp26,2033,MAM,1,pr 50mm,Precipitation
MPI-ESM-MR,rcp26,2034,MAM,4,pr 50mm,Precipitation
MPI-ESM-MR,rcp26,2035,MAM,1,pr 50mm,Precipitation
MPI-ESM-MR,rcp26,2036,MAM,1,pr 50mm,Precipitation
MRI-CGCM3,rcp26,2008,MAM,1,pr 50mm,Precipitation
MRI-CGCM3,rcp26,2012,MAM,1,pr 50mm,Precipitation
MRI-CGCM3,rcp26,2013,MAM,1,pr 50mm,Precipitation
MRI-CGCM3,rcp26,2014,MAM,1,pr 50mm,Precipitation
MRI-CGCM3,rcp26,2015,MAM,1,pr 50mm,Precipitation
MRI-CGCM3,rcp26,2016,MAM,2,pr 50mm,Precipitation
MRI-CGCM3,rcp26,2017,MAM,2,pr 50mm,Precipitation
MRI-CGCM3,rcp26,2018,MAM,1,pr 50mm,Precipitation
MRI-CGCM3,rcp26,2019,MAM,1,pr 50mm,Precipitation
MRI-CGCM3,rcp26,2022,MAM,2,pr 50mm,Precipitation
MRI-CGCM3,rcp26,2023,MAM,1,pr 50mm,Precipitation
MRI-CGCM3,rcp26,2024,MAM,3,pr 50mm,Precipitation
MRI-CGCM3,rcp26,2025,MAM,2,pr 50mm,Precipitation
MRI-CGCM3,rcp26,2026,MAM,1,pr 50mm,Precipitation
MRI-CGCM3,rcp26,2027,MAM,1,pr 50mm,Precipitation
MRI-CGCM3,rcp26,2029,MAM,2,pr 50mm,Precipitation
MRI-CGCM3,rcp26,2031,MAM,2,pr 50mm,Precipitation
MRI-CGCM3,rcp26,2033,MAM,2,pr 50mm,Precipitation
MRI-CGCM3,rcp26,2034,MAM,1,pr 50mm,Precipitation
MRI-CGCM3,rcp26,2035,MAM,1,pr 50mm,Precipitation
MRI-CGCM3,rcp26,2036,MAM,3,pr 50mm,Precipitation
NorESM1-M,rcp26,2006,MAM,8,pr 50mm,Precipitation
NorESM1-M,rcp26,2007,MAM,1,pr 50mm,Precipitation
NorESM1-M,rcp26,2008,MAM,3,pr 50mm,Precipitation
NorESM1-M,rcp26,2009,MAM,2,pr 50mm,Precipitation
NorESM1-M,rcp26,2013,MAM,1,pr 50mm,Precipitation
NorESM1-M,rcp26,2014,MAM,2,pr 50mm,Precipitation
NorESM1-M,rcp26,2015,MAM,3,pr 50mm,Precipitation
NorESM1-M,rcp26,2018,MAM,3,pr 50mm,Precipitation
NorESM1-M,rcp26,2020,MAM,3,pr 50mm,Precipitation
NorESM1-M,rcp26,2023,MAM,1,pr 50mm,Precipitation
NorESM1-M,rcp26,2024,MAM,2,pr 50mm,Precipitation
NorESM1-M,rcp26,2025,MAM,1,pr 50mm,Precipitation
NorESM1-M,rcp26,2026,MAM,2,pr 50mm,Precipitation
NorESM1-M,rcp26,2029,MAM,1,pr 50mm,Precipitation
NorESM1-M,rcp26,2031,MAM,3,pr 50mm,Precipitation
NorESM1-M,rcp26,2032,MAM,3,pr 50mm,Precipitation
NorESM1-M,rcp26,2036,MAM,1,pr 50mm,Precipitation
bcc-csm1-1,rcp26,2006,MAM,1,pr 50mm,Precipitation
bcc-csm1-1,rcp26,2007,MAM,2,pr 50mm,Precipitation
bcc-csm1-1,rcp26,2009,MAM,2,pr 50mm,Precipitation
bcc-csm1-1,rcp26,2012,MAM,2,pr 50mm,Precipitation
bcc-csm1-1,rcp26,2013,MAM,2,pr 50mm,Precipitation
bcc-csm1-1,rcp26,2014,MAM,4,pr 50mm,Precipitation
bcc-csm1-1,rcp26,2015,MAM,4,pr 50mm,Precipitation
bcc-csm1-1,rcp26,2016,MAM,2,pr 50mm,Precipitation
bcc-csm1-1,rcp26,2017,MAM,1,pr 50mm,Precipitation
bcc-csm1-1,rcp26,2018,MAM,2,pr 50mm,Precipitation
bcc-csm1-1,rcp26,2019,MAM,2,pr 50mm,Precipitation
bcc-csm1-1,rcp26,2021,MAM,8,pr 50mm,Precipitation
bcc-csm1-1,rcp26,2022,MAM,1,pr 50mm,Precipitation
bcc-csm1-1,rcp26,2026,MAM,2,pr 50mm,Precipitation
bcc-csm1-1,rcp26,2027,MAM,2,pr 50mm,Precipitation
bcc-csm1-1,rcp26,2028,MAM,1,pr 50mm,Precipitation
bcc-csm1-1,rcp26,2029,MAM,1,pr 50mm,Precipitation
bcc-csm1-1,rcp26,2031,MAM,2,pr 50mm,Precipitation
bcc-csm1-1,rcp26,2033,MAM,1,pr 50mm,Precipitation
bcc-csm1-1,rcp26,2036,MAM,1,pr 50mm,Precipitation
bcc-csm1-1-m,rcp26,2007,MAM,1,pr 50mm,Precipitation
bcc-csm1-1-m,rcp26,2015,MAM,1,pr 50mm,Precipitation
bcc-csm1-1-m,rcp26,2016,MAM,1,pr 50mm,Precipitation
bcc-csm1-1-m,rcp26,2021,MAM,1,pr 50mm,Precipitation
bcc-csm1-1-m,rcp26,2028,MAM,1,pr 50mm,Precipitation
bcc-csm1-1-m,rcp26,2034,MAM,1,pr 50mm,Precipitation
BNU-ESM,rcp26,2006,SON,4,pr 50mm,Precipitation
BNU-ESM,rcp26,2007,SON,3,pr 50mm,Precipitation
BNU-ESM,rcp26,2008,SON,3,pr 50mm,Precipitation
BNU-ESM,rcp26,2009,SON,4,pr 50mm,Precipitation
BNU-ESM,rcp26,2010,SON,3,pr 50mm,Precipitation
BNU-ESM,rcp26,2013,SON,12,pr 50mm,Precipitation
BNU-ESM,rcp26,2016,SON,5,pr 50mm,Precipitation
BNU-ESM,rcp26,2019,SON,7,pr 50mm,Precipitation
BNU-ESM,rcp26,2020,SON,6,pr 50mm,Precipitation
BNU-ESM,rcp26,2021,SON,6,pr 50mm,Precipitation
BNU-ESM,rcp26,2022,SON,9,pr 50mm,Precipitation
BNU-ESM,rcp26,2023,SON,5,pr 50mm,Precipitation
BNU-ESM,rcp26,2024,SON,1,pr 50mm,Precipitation
BNU-ESM,rcp26,2025,SON,2,pr 50mm,Precipitation
BNU-ESM,rcp26,2026,SON,3,pr 50mm,Precipitation
BNU-ESM,rcp26,2027,SON,1,pr 50mm,Precipitation
BNU-ESM,rcp26,2029,SON,2,pr 50mm,Precipitation
BNU-ESM,rcp26,2030,SON,3,pr 50mm,Precipitation
BNU-ESM,rcp26,2031,SON,4,pr 50mm,Precipitation
BNU-ESM,rcp26,2032,SON,3,pr 50mm,Precipitation
BNU-ESM,rcp26,2033,SON,4,pr 50mm,Precipitation
BNU-ESM,rcp26,2034,SON,4,pr 50mm,Precipitation
BNU-ESM,rcp26,2036,SON,7,pr 50mm,Precipitation
CCSM4,rcp26,2006,SON,10,pr 50mm,Precipitation
CCSM4,rcp26,2007,SON,3,pr 50mm,Precipitation
CCSM4,rcp26,2008,SON,1,pr 50mm,Precipitation
CCSM4,rcp26,2009,SON,4,pr 50mm,Precipitation
CCSM4,rcp26,2010,SON,3,pr 50mm,Precipitation
CCSM4,rcp26,2011,SON,4,pr 50mm,Precipitation
CCSM4,rcp26,2013,SON,3,pr 50mm,Precipitation
CCSM4,rcp26,2014,SON,1,pr 50mm,Precipitation
CCSM4,rcp26,2015,SON,3,pr 50mm,Precipitation
CCSM4,rcp26,2017,SON,5,pr 50mm,Precipitation
CCSM4,rcp26,2018,SON,1,pr 50mm,Precipitation
CCSM4,rcp26,2019,SON,3,pr 50mm,Precipitation
CCSM4,rcp26,2020,SON,3,pr 50mm,Precipitation
CCSM4,rcp26,2021,SON,6,pr 50mm,Precipitation
CCSM4,rcp26,2022,SON,3,pr 50mm,Precipitation
CCSM4,rcp26,2023,SON,6,pr 50mm,Precipitation
CCSM4,rcp26,2024,SON,4,pr 50mm,Precipitation
CCSM4,rcp26,2025,SON,5,pr 50mm,Precipitation
CCSM4,rcp26,2026,SON,3,pr 50mm,Precipitation
CCSM4,rcp26,2027,SON,5,pr 50mm,Precipitation
CCSM4,rcp26,2028,SON,5,pr 50mm,Precipitation
CCSM4,rcp26,2029,SON,1,pr 50mm,Precipitation
CCSM4,rcp26,2030,SON,1,pr 50mm,Precipitation
CCSM4,rcp26,2031,SON,2,pr 50mm,Precipitation
CCSM4,rcp26,2032,SON,2,pr 50mm,Precipitation
CCSM4,rcp26,2033,SON,7,pr 50mm,Precipitation
CCSM4,rcp26,2034,SON,4,pr 50mm,Precipitation
CCSM4,rcp26,2035,SON,1,pr 50mm,Precipitation
CCSM4,rcp26,2036,SON,3,pr 50mm,Precipitation
CESM1-CAM5,rcp26,2006,SON,4,pr 50mm,Precipitation
CESM1-CAM5,rcp26,2007,SON,2,pr 50mm,Precipitation
CESM1-CAM5,rcp26,2008,SON,4,pr 50mm,Precipitation
CESM1-CAM5,rcp26,2009,SON,4,pr 50mm,Precipitation
CESM1-CAM5,rcp26,2010,SON,4,pr 50mm,Precipitation
CESM1-CAM5,rcp26,2011,SON,3,pr 50mm,Precipitation
CESM1-CAM5,rcp26,2012,SON,2,pr 50mm,Precipitation
CESM1-CAM5,rcp26,2013,SON,6,pr 50mm,Precipitation
CESM1-CAM5,rcp26,2014,SON,10,pr 50mm,Precipitation
CESM1-CAM5,rcp26,2015,SON,2,pr 50mm,Precipitation
CESM1-CAM5,rcp26,2016,SON,8,pr 50mm,Precipitation
CESM1-CAM5,rcp26,2017,SON,3,pr 50mm,Precipitation
CESM1-CAM5,rcp26,2018,SON,7,pr 50mm,Precipitation
CESM1-CAM5,rcp26,2020,SON,9,pr 50mm,Precipitation
CESM1-CAM5,rcp26,2021,SON,1,pr 50mm,Precipitation
CESM1-CAM5,rcp26,2022,SON,4,pr 50mm,Precipitation
CESM1-CAM5,rcp26,2023,SON,7,pr 50mm,Precipitation
CESM1-CAM5,rcp26,2024,SON,4,pr 50mm,Precipitation
CESM1-CAM5,rcp26,2026,SON,3,pr 50mm,Precipitation
CESM1-CAM5,rcp26,2027,SON,3,pr 50mm,Precipitation
CESM1-CAM5,rcp26,2029,SON,2,pr 50mm,Precipitation
CESM1-CAM5,rcp26,2030,SON,4,pr 50mm,Precipitation
CESM1-CAM5,rcp26,2031,SON,6,pr 50mm,Precipitation
CESM1-CAM5,rcp26,2033,SON,1,pr 50mm,Precipitation
CESM1-CAM5,rcp26,2034,SON,2,pr 50mm,Precipitation
CESM1-CAM5,rcp26,2036,SON,6,pr 50mm,Precipitation
CNRM-CM5,rcp26,2006,SON,5,pr 50mm,Precipitation
CNRM-CM5,rcp26,2007,SON,6,pr 50mm,Precipitation
CNRM-CM5,rcp26,2008,SON,9,pr 50mm,Precipitation
CNRM-CM5,rcp26,2009,SON,3,pr 50mm,Precipitation
CNRM-CM5,rcp26,2010,SON,5,pr 50mm,Precipitation
CNRM-CM5,rcp26,2011,SON,1,pr 50mm,Precipitation
CNRM-CM5,rcp26,2013,SON,2,pr 50mm,Precipitation
CNRM-CM5,rcp26,2015,SON,10,pr 50mm,Precipitation
CNRM-CM5,rcp26,2017,SON,6,pr 50mm,Precipitation
CNRM-CM5,rcp26,2018,SON,4,pr 50mm,Precipitation
CNRM-CM5,rcp26,2019,SON,3,pr 50mm,Precipitation
CNRM-CM5,rcp26,2020,SON,2,pr 50mm,Precipitation
CNRM-CM5,rcp26,2021,SON,1,pr 50mm,Precipitation
CNRM-CM5,rcp26,2022,SON,5,pr 50mm,Precipitation
CNRM-CM5,rcp26,2023,SON,3,pr 50mm,Precipitation
CNRM-CM5,rcp26,2024,SON,1,pr 50mm,Precipitation
CNRM-CM5,rcp26,2025,SON,7,pr 50mm,Precipitation
CNRM-CM5,rcp26,2026,SON,4,pr 50mm,Precipitation
CNRM-CM5,rcp26,2027,SON,1,pr 50mm,Precipitation
CNRM-CM5,rcp26,2028,SON,1,pr 50mm,Precipitation
CNRM-CM5,rcp26,2029,SON,1,pr 50mm,Precipitation
CNRM-CM5,rcp26,2030,SON,1,pr 50mm,Precipitation
CNRM-CM5,rcp26,2031,SON,6,pr 50mm,Precipitation
CNRM-CM5,rcp26,2032,SON,6,pr 50mm,Precipitation
CNRM-CM5,rcp26,2033,SON,5,pr 50mm,Precipitation
CNRM-CM5,rcp26,2034,SON,2,pr 50mm,Precipitation
CNRM-CM5,rcp26,2035,SON,4,pr 50mm,Precipitation
CNRM-CM5,rcp26,2036,SON,6,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp26,2006,SON,1,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp26,2007,SON,2,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp26,2008,SON,6,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp26,2009,SON,1,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp26,2010,SON,5,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp26,2011,SON,3,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp26,2013,SON,3,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp26,2014,SON,8,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp26,2017,SON,8,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp26,2018,SON,4,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp26,2019,SON,3,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp26,2020,SON,5,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp26,2021,SON,2,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp26,2022,SON,1,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp26,2023,SON,2,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp26,2024,SON,3,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp26,2025,SON,5,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp26,2026,SON,2,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp26,2027,SON,1,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp26,2028,SON,3,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp26,2029,SON,4,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp26,2030,SON,2,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp26,2031,SON,1,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp26,2032,SON,5,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp26,2033,SON,2,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp26,2034,SON,7,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp26,2035,SON,4,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp26,2036,SON,1,pr 50mm,Precipitation
CanESM2,rcp26,2006,SON,6,pr 50mm,Precipitation
CanESM2,rcp26,2007,SON,4,pr 50mm,Precipitation
CanESM2,rcp26,2008,SON,10,pr 50mm,Precipitation
CanESM2,rcp26,2009,SON,1,pr 50mm,Precipitation
CanESM2,rcp26,2010,SON,4,pr 50mm,Precipitation
CanESM2,rcp26,2011,SON,1,pr 50mm,Precipitation
CanESM2,rcp26,2012,SON,1,pr 50mm,Precipitation
CanESM2,rcp26,2014,SON,2,pr 50mm,Precipitation
CanESM2,rcp26,2015,SON,4,pr 50mm,Precipitation
CanESM2,rcp26,2016,SON,4,pr 50mm,Precipitation
CanESM2,rcp26,2017,SON,2,pr 50mm,Precipitation
CanESM2,rcp26,2018,SON,2,pr 50mm,Precipitation
CanESM2,rcp26,2019,SON,5,pr 50mm,Precipitation
CanESM2,rcp26,2020,SON,2,pr 50mm,Precipitation
CanESM2,rcp26,2022,SON,1,pr 50mm,Precipitation
CanESM2,rcp26,2023,SON,6,pr 50mm,Precipitation
CanESM2,rcp26,2025,SON,2,pr 50mm,Precipitation
CanESM2,rcp26,2026,SON,4,pr 50mm,Precipitation
CanESM2,rcp26,2027,SON,6,pr 50mm,Precipitation
CanESM2,rcp26,2029,SON,2,pr 50mm,Precipitation
CanESM2,rcp26,2031,SON,15,pr 50mm,Precipitation
CanESM2,rcp26,2034,SON,4,pr 50mm,Precipitation
CanESM2,rcp26,2035,SON,3,pr 50mm,Precipitation
CanESM2,rcp26,2036,SON,2,pr 50mm,Precipitation
FGOALS-g2,rcp26,2008,SON,3,pr 50mm,Precipitation
FGOALS-g2,rcp26,2009,SON,1,pr 50mm,Precipitation
FGOALS-g2,rcp26,2010,SON,2,pr 50mm,Precipitation
FGOALS-g2,rcp26,2011,SON,3,pr 50mm,Precipitation
FGOALS-g2,rcp26,2012,SON,2,pr 50mm,Precipitation
FGOALS-g2,rcp26,2013,SON,3,pr 50mm,Precipitation
FGOALS-g2,rcp26,2014,SON,4,pr 50mm,Precipitation
FGOALS-g2,rcp26,2015,SON,3,pr 50mm,Precipitation
FGOALS-g2,rcp26,2016,SON,4,pr 50mm,Precipitation
FGOALS-g2,rcp26,2017,SON,5,pr 50mm,Precipitation
FGOALS-g2,rcp26,2018,SON,4,pr 50mm,Precipitation
FGOALS-g2,rcp26,2019,SON,5,pr 50mm,Precipitation
FGOALS-g2,rcp26,2020,SON,5,pr 50mm,Precipitation
FGOALS-g2,rcp26,2021,SON,2,pr 50mm,Precipitation
FGOALS-g2,rcp26,2022,SON,5,pr 50mm,Precipitation
FGOALS-g2,rcp26,2023,SON,1,pr 50mm,Precipitation
FGOALS-g2,rcp26,2024,SON,1,pr 50mm,Precipitation
FGOALS-g2,rcp26,2025,SON,7,pr 50mm,Precipitation
FGOALS-g2,rcp26,2026,SON,1,pr 50mm,Precipitation
FGOALS-g2,rcp26,2027,SON,8,pr 50mm,Precipitation
FGOALS-g2,rcp26,2028,SON,6,pr 50mm,Precipitation
FGOALS-g2,rcp26,2029,SON,6,pr 50mm,Precipitation
FGOALS-g2,rcp26,2030,SON,6,pr 50mm,Precipitation
FGOALS-g2,rcp26,2031,SON,2,pr 50mm,Precipitation
FGOALS-g2,rcp26,2032,SON,3,pr 50mm,Precipitation
FGOALS-g2,rcp26,2033,SON,1,pr 50mm,Precipitation
FGOALS-g2,rcp26,2034,SON,1,pr 50mm,Precipitation
FGOALS-g2,rcp26,2036,SON,2,pr 50mm,Precipitation
GFDL-CM3,rcp26,2007,SON,2,pr 50mm,Precipitation
GFDL-CM3,rcp26,2009,SON,6,pr 50mm,Precipitation
GFDL-CM3,rcp26,2010,SON,4,pr 50mm,Precipitation
GFDL-CM3,rcp26,2011,SON,6,pr 50mm,Precipitation
GFDL-CM3,rcp26,2012,SON,5,pr 50mm,Precipitation
GFDL-CM3,rcp26,2013,SON,2,pr 50mm,Precipitation
GFDL-CM3,rcp26,2015,SON,2,pr 50mm,Precipitation
GFDL-CM3,rcp26,2017,SON,6,pr 50mm,Precipitation
GFDL-CM3,rcp26,2018,SON,5,pr 50mm,Precipitation
GFDL-CM3,rcp26,2019,SON,3,pr 50mm,Precipitation
GFDL-CM3,rcp26,2020,SON,6,pr 50mm,Precipitation
GFDL-CM3,rcp26,2023,SON,2,pr 50mm,Precipitation
GFDL-CM3,rcp26,2024,SON,3,pr 50mm,Precipitation
GFDL-CM3,rcp26,2026,SON,2,pr 50mm,Precipitation
GFDL-CM3,rcp26,2027,SON,2,pr 50mm,Precipitation
GFDL-CM3,rcp26,2028,SON,1,pr 50mm,Precipitation
GFDL-CM3,rcp26,2029,SON,2,pr 50mm,Precipitation
GFDL-CM3,rcp26,2030,SON,2,pr 50mm,Precipitation
GFDL-CM3,rcp26,2032,SON,1,pr 50mm,Precipitation
GFDL-CM3,rcp26,2033,SON,5,pr 50mm,Precipitation
GFDL-CM3,rcp26,2034,SON,3,pr 50mm,Precipitation
GFDL-CM3,rcp26,2035,SON,1,pr 50mm,Precipitation
GFDL-CM3,rcp26,2036,SON,4,pr 50mm,Precipitation
GFDL-ESM2G,rcp26,2006,SON,2,pr 50mm,Precipitation
GFDL-ESM2G,rcp26,2007,SON,2,pr 50mm,Precipitation
GFDL-ESM2G,rcp26,2008,SON,7,pr 50mm,Precipitation
GFDL-ESM2G,rcp26,2009,SON,1,pr 50mm,Precipitation
GFDL-ESM2G,rcp26,2010,SON,8,pr 50mm,Precipitation
GFDL-ESM2G,rcp26,2011,SON,3,pr 50mm,Precipitation
GFDL-ESM2G,rcp26,2012,SON,4,pr 50mm,Precipitation
GFDL-ESM2G,rcp26,2013,SON,1,pr 50mm,Precipitation
GFDL-ESM2G,rcp26,2014,SON,1,pr 50mm,Precipitation
GFDL-ESM2G,rcp26,2015,SON,1,pr 50mm,Precipitation
GFDL-ESM2G,rcp26,2016,SON,4,pr 50mm,Precipitation
GFDL-ESM2G,rcp26,2018,SON,6,pr 50mm,Precipitation
GFDL-ESM2G,rcp26,2019,SON,6,pr 50mm,Precipitation
GFDL-ESM2G,rcp26,2020,SON,7,pr 50mm,Precipitation
GFDL-ESM2G,rcp26,2024,SON,2,pr 50mm,Precipitation
GFDL-ESM2G,rcp26,2025,SON,1,pr 50mm,Precipitation
GFDL-ESM2G,rcp26,2026,SON,4,pr 50mm,Precipitation
GFDL-ESM2G,rcp26,2027,SON,5,pr 50mm,Precipitation
GFDL-ESM2G,rcp26,2030,SON,5,pr 50mm,Precipitation
GFDL-ESM2G,rcp26,2031,SON,5,pr 50mm,Precipitation
GFDL-ESM2G,rcp26,2032,SON,10,pr 50mm,Precipitation
GFDL-ESM2G,rcp26,2033,SON,9,pr 50mm,Precipitation
GFDL-ESM2G,rcp26,2034,SON,1,pr 50mm,Precipitation
GFDL-ESM2G,rcp26,2035,SON,3,pr 50mm,Precipitation
GFDL-ESM2G,rcp26,2036,SON,4,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp26,2006,SON,1,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp26,2008,SON,6,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp26,2009,SON,4,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp26,2010,SON,5,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp26,2011,SON,6,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp26,2012,SON,2,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp26,2014,SON,5,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp26,2015,SON,1,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp26,2016,SON,2,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp26,2017,SON,6,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp26,2018,SON,1,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp26,2019,SON,1,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp26,2020,SON,8,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp26,2022,SON,2,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp26,2025,SON,1,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp26,2026,SON,7,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp26,2031,SON,7,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp26,2034,SON,5,pr 50mm,Precipitation
